19.342724,12.221798,33.898148,47.76364,115.97884,36.92645,72.53837,102.169235,76.33314,79.33324,106.52133,69.06096,86.030495,106.01665,55.12586,0.0
26.642277,11.700783,28.483482,34.07145,130.04732,26.947502,55.65537,117.703804,68.63847,66.98635,118.24357,64.88532,81.05623,109.8447,59.861214,0.0
26.22548,12.278177,28.063923,35.326138,128.53548,26.623005,56.90766,116.956154,63.985107,65.65974,119.77398,59.73883,80.07966,110.66589,55.981358,0.0
26.960945,12.445985,27.259779,36.730095,126.97728,29.053488,61.428543,112.249504,73.75658,71.84999,113.66514,68.37534,86.411705,104.59774,62.860554,0.0
27.082893,12.914196,28.884731,34.855644,129.18382,29.469467,57.039635,117.29838,70.3601,66.645775,119.176025,63.513744,80.04348,110.68026,57.7541,0.0
25.749426,7.5731964,4.1934457,79.307495,90.87107,41.384926,90.238,91.397896,58.03357,92.73179,94.476715,54.063637,89.66435,88.07705,54.37645,0.0
15.383502,16.913849,8.349811,71.492516,102.12266,47.37107,77.65379,105.570366,59.672607,70.99048,114.56494,57.034016,61.659225,112.37061,51.422295,0.0
17.88459,6.186806,14.9784775,70.68079,96.76338,35.809532,85.29018,92.50003,52.120842,96.03279,89.84644,59.01333,99.559044,84.61603,63.474545,0.0
26.298624,13.461595,27.144148,30.775162,134.23633,24.894342,42.30748,130.88121,41.908585,48.545788,136.1397,42.504524,62.330746,128.33865,43.14722,0.0
27.566872,12.598435,30.849562,35.444775,127.98836,27.343544,63.8732,109.78493,76.91545,71.96233,112.93906,67.41689,85.64153,103.80186,59.313126,0.0
18.095333,5.3670964,22.905052,76.8161,92.39751,42.578712,102.94159,78.50959,76.298225,108.27752,81.66842,70.276955,112.336754,78.41936,66.25105,0.0
26.921597,18.447224,12.312374,61.344353,107.42521,40.536564,61.918873,114.0097,44.554817,51.251873,121.47953,37.875725,42.513893,124.11382,34.062347,0.0
